Integrated_Pathway,Gene,Source_Pathway
Protein Sumoylation,SUMO3,GOBP_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS | REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS | REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS
Protein Sumoylation,SUMO4,GOBP_PROTEIN_SUMOYLATION
Protein Sumoylation,SUZ12,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS
Protein Sumoylation,TDG,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS
Protein Sumoylation,TFAP2A,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS
Protein Sumoylation,TFAP2B,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS
Protein Sumoylation,TFAP2C,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS
Protein Sumoylation,THRA,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS
Protein Sumoylation,THRB,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS
Protein Sumoylation,TOLLIP,GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION | GOBP_PROTEIN_SUMOYLATION | GOBP_REGULATION_OF_PROTEIN_SUMOYLATION
Protein Sumoylation,TOP1,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS
Protein Sumoylation,TOP2A,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS
Protein Sumoylation,TOP2B,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS
Protein Sumoylation,TOPORS,GOBP_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS | REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS
Protein Sumoylation,TP53,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS
Protein Sumoylation,TP53BP1,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS
Protein Sumoylation,TPR,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS | REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS | REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS | REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS
Protein Sumoylation,TRIM27,GOBP_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS
Protein Sumoylation,TRIM28,GOBP_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS
Protein Sumoylation,TRIM38,GOBP_PROTEIN_SUMOYLATION
Protein Sumoylation,TRPM4,GOBP_PROTEIN_SUMOYLATION
Protein Sumoylation,UBA2,GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION | GOBP_PROTEIN_SUMOYLATION | GOBP_REGULATION_OF_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION
Protein Sumoylation,UBE2I,GOBP_PROTEIN_SUMOYLATION | GOBP_REGULATION_OF_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS | REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS | REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS | REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS | REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS | REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS | REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS
Protein Sumoylation,UHRF2,GOBP_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS
Protein Sumoylation,VDR,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS
Protein Sumoylation,VHL,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS
Protein Sumoylation,WRN,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS
Protein Sumoylation,XPC,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS
Protein Sumoylation,XRCC4,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS
Protein Sumoylation,ZBED1,GOBP_PROTEIN_SUMOYLATION | REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS
Protein Sumoylation,ZMIZ1,GOBP_PROTEIN_SUMOYLATION
Protein Sumoylation,ZMIZ2,GOBP_PROTEIN_SUMOYLATION
Protein Sumoylation,ZNF131,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS
Protein Sumoylation,ZNF350,REACTOME_SUMOYLATION | REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS
Protein Sumoylation,ZNF451,GOBP_PROTEIN_SUMOYLATION
Protein Ubiquitination,ABCB1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ABI2,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ABL1,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ABRAXAS1,GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,ABRAXAS2,GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,ABTB1,GOCC_UBIQUITIN_LIGASE_COMPLEX
Protein Ubiquitination,ACTG1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ACVR1B,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ADGRB1,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,ADRM1,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,AEBP2,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,AGAP3,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,AGBL4,GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,AGL,GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,AGTPBP1,GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,AICDA,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,AIMP2,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,AIRE,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,AKIRIN2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,AKT1,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,AKTIP,GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ALG13,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,AMBRA1,GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_UBIQUITIN_RECYCLING | GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,AMER1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,AMFR,GOBP_PROTEIN_AUTOUBIQUITINATION | GOBP_PROTEIN_K27_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING | GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY
Protein Ubiquitination,AMN1,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX
Protein Ubiquitination,ANAPC1,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC10,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC11,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC13,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ANAPC15,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC16,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC4,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC5,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANAPC7,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,ANGPT1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,ANKIB1,GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ANKRA2,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ANKRD13A,GOMF_UBIQUITIN_LIKE_PROTEIN_READER_ACTIVITY
Protein Ubiquitination,ANKRD13B,GOMF_UBIQUITIN_LIKE_PROTEIN_READER_ACTIVITY
Protein Ubiquitination,ANKRD13D,GOMF_UBIQUITIN_LIKE_PROTEIN_READER_ACTIVITY
Protein Ubiquitination,ANKRD9,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
Protein Ubiquitination,APBB1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,APC,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,APC2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,APPBP2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
Protein Ubiquitination,ARAF,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,AREL1,GOBP_PROTEIN_K11_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ARIH1,GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX | GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ARIH2,GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ARK2C,GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ARK2N,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ARMC8,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOCC_UBIQUITIN_LIGASE_COMPLEX
Protein Ubiquitination,ARRB1,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ARRB2,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ARRDC1,GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ARRDC3,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY
