Integrated_Pathway,Gene,Source_Pathway
Protein Ubiquitination,ARRDC4,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
Protein Ubiquitination,ASB1,GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB10,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB11,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB12,GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB13,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB14,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB15,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB16,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB17,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB18,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB3,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB4,GOBP_PROTEIN_AUTOUBIQUITINATION | GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB5,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB6,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB7,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB8,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASB9,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ASCC2,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING
Protein Ubiquitination,ASCC3,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,ASXL1,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119
Protein Ubiquitination,ASXL2,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119
Protein Ubiquitination,ASXL3,KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119
Protein Ubiquitination,ATG10,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ATG12,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY
Protein Ubiquitination,ATG16L1,GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ATG3,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ATG5,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,ATG7,GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,ATM,REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1
Protein Ubiquitination,ATP6V0C,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,ATRIP,GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,ATXN3,GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,ATXN3L,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,AUP1,GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,AURKA,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,AURKB,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,AUTS2,KEGG_MEDICUS_REFERENCE_BLOCKING_UBIQUITINATION_OF_H2AK119_BY_CK2
Protein Ubiquitination,AXIN1,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,AXIN2,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BABAM2,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING
Protein Ubiquitination,BAG1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BAG2,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BAG4,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BAG5,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BAG6,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING
Protein Ubiquitination,BAP1,GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119
Protein Ubiquitination,BARD1,GOBP_PROTEIN_K6_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,BBS7,GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,BCAP31,GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,BCL10,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS | REACTOME_PROTEIN_UBIQUITINATION
Protein Ubiquitination,BCL2,GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BCOR,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,BCORL1,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,BECN1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BEX1,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,BEX2,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,BEX3,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,BEX4,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION
Protein Ubiquitination,BFAR,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_AUTOUBIQUITINATION | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,BID,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BIRC2,GOBP_POSITIVE_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_PROTEIN_MONOUBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_MONOUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,BIRC3,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,BIRC6,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,BIRC7,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,BIRC8,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,BLMH,GOBP_PROTEIN_POLYUBIQUITINATION | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,BLZF1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BMAL1,GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
Protein Ubiquitination,BMI1,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY | KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119 | KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119
Protein Ubiquitination,BOK,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,BRAP,GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,BRCA1,GOBP_PROTEIN_AUTOUBIQUITINATION | GOBP_PROTEIN_K6_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
Protein Ubiquitination,BRCA2,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX
Protein Ubiquitination,BRCC3,GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_PEPTIDASE_ACTIVITY
Protein Ubiquitination,BSPRY,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,BTBD1,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,BTBD6,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
Protein Ubiquitination,BTRC,GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY | GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOBP_PROTEIN_K48_LINKED_UBIQUITINATION | GOBP_PROTEIN_POLYUBIQUITINATION | GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY | GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY | GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS | GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIGASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_LIKE_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY | GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY | KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS | REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,BUB1B,GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,BUB3,GOMF_UBIQUITIN_BINDING | GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING | REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
Protein Ubiquitination,C10orf90,GOBP_PROTEIN_POLYUBIQUITINATION | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY | GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY
Protein Ubiquitination,CACUL1,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,CACYBP,GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX | GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX | GOCC_UBIQUITIN_LIGASE_COMPLEX | GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
Protein Ubiquitination,CALR,GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING
